	ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	Comparison
GO:0050807	BP	GO:0050807	regulation of synapse organization	15/417	262/21359	0.000213340709810717	0.00984051654319045	0.00813432556663672	Lrrtm3/Hnrnpk/Tuba1a/Etv5/Chmp2b/Prnp/Ptprd/Ptprf/Ctnna2/Lrrn1/Apoe/Lrrc4b/Picalm/Hspa8/Pak3	15	MaintenancevsSaline
GO:0030010	BP	GO:0030010	establishment of cell polarity	11/417	153/21359	0.000215272533378166	0.00984051654319045	0.00813432556663672	Map2/Gja1/Map1b/Rictor/Hsp90ab1/Gsn/Gpsm2/Hes5/Rufy3/Insc/Fez1	11	MaintenancevsSaline
GO:0071897	BP	GO:0071897	DNA biosynthetic process	12/417	179/21359	0.000216699162634347	0.00984051654319045	0.00813432556663672	Gja1/Cct4/Ctc1/Cct5/Cct8/Tcp1/Hsp90ab1/Camk2d/Cct7/Tk2/Dkc1/Pak3	12	MaintenancevsSaline
GO:0002822	BP	GO:0002822	regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	13/417	206/21359	0.000217679134881828	0.00984051654319045	0.00813432556663672	Il1rl1/Hspd1/Fcgr3/Irf1/Thoc1/Il33/Ifnb1/Clec4n/Ptpn6/Il4i1/Il4ra/Hspa8/Sash3	13	MaintenancevsSaline
GO:0002753	BP	GO:0002753	cytoplasmic pattern recognition receptor signaling pathway	6/417	45/21359	0.000228462766893365	0.0101082622075479	0.00835564833901153	Irgm1/Sec14l1/Pum2/Slc15a3/Tifa/Zc3hav1	6	MaintenancevsSaline
GO:0050685	BP	GO:0050685	positive regulation of mRNA processing	6/417	45/21359	0.000228462766893365	0.0101082622075479	0.00835564833901153	Cirbp/Ccnb1/Tra2b/Tra2a/Hspa8/Rbm3	6	MaintenancevsSaline
GO:0032535	BP	GO:0032535	regulation of cellular component size	19/417	387/21359	0.000239462918960636	0.0104834345258662	0.00866577167119599	Map2/Cntn2/Ssh2/Omg/Map1b/Rictor/Hsp90ab1/Lars/Gsn/Rufy3/Arpc4/Apoe/Mag/Ppp1r15a/Picalm/Tmod2/Pls1/Pak3/Shroom2	19	MaintenancevsSaline
GO:0007409	BP	GO:0007409	axonogenesis	22/417	487/21359	0.000256872499178789	0.0111284658758811	0.00919896471839831	Dst/Map2/Cntn2/Unc5b/Ank3/Pip5k1c/Omg/Cnp/Map1b/Hsp90ab1/Zeb2/Dclk1/Stmn1/Rufy3/Ctnna2/Apoe/Aplp1/Mag/Picalm/Aplp2/Ncam1/Pak3	22	MaintenancevsSaline
GO:0000070	BP	GO:0000070	mitotic sister chromatid segregation	12/417	183/21359	0.000265738985888815	0.0113939014671297	0.00941837794805067	Rrs1/Tpr/Zfp207/Ccnb1/Nipbl/Chmp2b/Akap8l/Esco1/Eml3/Smc3/Naa10/Smc1a	12	MaintenancevsSaline
GO:0051235	BP	GO:0051235	maintenance of location	17/417	330/21359	0.000289756395956465	0.0122439697418613	0.0101210577383022	Soat1/Gja1/Ank3/Ciz1/Hspa5/Gsn/Rbck1/Pex5l/Casq2/Gstm7/Gpsm2/Camk2d/Itpr1/Ptpn6/Apoe/Msr1/Ubash3b	17	MaintenancevsSaline
GO:0031111	BP	GO:0031111	negative regulation of microtubule polymerization or depolymerization	6/417	47/21359	0.000291452994576645	0.0122439697418613	0.0101210577383022	Map2/Map1b/Tubb4a/Stmn1/Fkbp4/Clip3	6	MaintenancevsSaline
GO:0050803	BP	GO:0050803	regulation of synapse structure or activity	15/417	270/21359	0.000294604890244445	0.0122526173852665	0.0101282060161932	Lrrtm3/Hnrnpk/Tuba1a/Etv5/Chmp2b/Prnp/Ptprd/Ptprf/Ctnna2/Lrrn1/Apoe/Lrrc4b/Picalm/Hspa8/Pak3	15	MaintenancevsSaline
GO:0051962	BP	GO:0051962	positive regulation of nervous system development	18/417	363/21359	0.000307851055948582	0.0124994262775307	0.0103322221238444	Lrrtm3/Aspa/Map1b/Enpp2/Sox10/Etv5/Il33/Zeb2/Ptprd/Ptprf/Rufy3/Lrrn1/Apoe/Mag/Lrrc4b/Picalm/Trf/Pak3	18	MaintenancevsSaline
GO:0099175	BP	GO:0099175	regulation of postsynapse organization	9/417	110/21359	0.000308788799415981	0.0124994262775307	0.0103322221238444	Hnrnpk/Chmp2b/Prnp/Ptprd/Ptprf/Apoe/Lrrc4b/Hspa8/Pak3	9	MaintenancevsSaline
GO:0050686	BP	GO:0050686	negative regulation of mRNA processing	5/417	31/21359	0.000309555399515668	0.0124994262775307	0.0103322221238444	Ptbp1/Hnrnpk/Acin1/Srsf7/Srsf10	5	MaintenancevsSaline
GO:0031110	BP	GO:0031110	regulation of microtubule polymerization or depolymerization	8/417	88/21359	0.000324791631741939	0.0129885422732185	0.010736533089769	Map2/Map1b/Stmn4/Slain1/Tubb4a/Stmn1/Fkbp4/Clip3	8	MaintenancevsSaline
GO:0010644	BP	GO:0010644	cell communication by electrical coupling	4/417	18/21359	0.000352679509415282	0.0139694674253158	0.0115473812305796	Gja1/Ank3/Casq2/Camk2d	4	MaintenancevsSaline
GO:0007062	BP	GO:0007062	sister chromatid cohesion	6/417	49/21359	0.000367315930514842	0.0144119524057663	0.0119131462667475	Nipbl/Esco1/Smc3/Fbxw7/Naa10/Smc1a	6	MaintenancevsSaline
GO:0050866	BP	GO:0050866	negative regulation of cell activation	13/417	219/21359	0.000393408984399444	0.0152914763188532	0.0126401745504042	Irf1/Tnfrsf21/Thoc1/Prnp/Syt11/Ifnb1/Fgr/Ptpn6/Apoe/Il4i1/Il4ra/Ubash3b/Cd276	13	MaintenancevsSaline
GO:0015931	BP	GO:0015931	nucleobase-containing compound transport	12/417	192/21359	0.000411471892805335	0.0158454777979388	0.01309812087624	Adora1/Tpr/Gja1/Zfp36l1/Senp2/Srsf3/Akap8l/Srsf7/Thoc1/Nxf1/Nup35/Gjb1	12	MaintenancevsSaline
GO:0051028	BP	GO:0051028	mRNA transport	9/417	115/21359	0.00042941912860901	0.0163849005127053	0.0135440161664609	Tpr/Zfp36l1/Senp2/Srsf3/Akap8l/Srsf7/Thoc1/Nxf1/Nup35	9	MaintenancevsSaline
GO:1902004	BP	GO:1902004	positive regulation of amyloid-beta formation	4/417	19/21359	0.000439876778899753	0.0166313411222188	0.0137477278458047	Lrrtm3/Abca2/Apoe/Picalm	4	MaintenancevsSaline
GO:0002819	BP	GO:0002819	regulation of adaptive immune response	13/417	222/21359	0.000447806051755909	0.0167786069302056	0.0138694600761953	Il1rl1/Hspd1/Fcgr3/Irf1/Thoc1/Il33/Ifnb1/Clec4n/Ptpn6/Il4i1/Il4ra/Hspa8/Sash3	13	MaintenancevsSaline
GO:0007052	BP	GO:0007052	mitotic spindle organization	9/417	116/21359	0.000457670333941069	0.0169950974898295	0.0140484145737926	Tpr/Zfp207/Ccnb1/Chmp2b/Eml3/Smc3/Gpsm2/Stmn1/Smc1a	9	MaintenancevsSaline
GO:0051651	BP	GO:0051651	maintenance of location in cell	13/417	223/21359	0.000467300694078055	0.0171991467846959	0.0142170849264921	Gja1/Ank3/Ciz1/Hspa5/Gsn/Casq2/Gstm7/Gpsm2/Camk2d/Itpr1/Ptpn6/Apoe/Ubash3b	13	MaintenancevsSaline
GO:0048026	BP	GO:0048026	positive regulation of mRNA splicing, via spliceosome	5/417	34/21359	0.000483171086937547	0.0176272679874847	0.0145709766383936	Cirbp/Tra2b/Tra2a/Hspa8/Rbm3	5	MaintenancevsSaline
GO:0051054	BP	GO:0051054	positive regulation of DNA metabolic process	16/417	314/21359	0.000488313180174067	0.0176599523160343	0.0145979940178353	Cacybp/Cct4/Ube2b/Ctc1/Cct5/Cct8/Tcp1/Hsp90ab1/Ciz1/Camk2d/Anxa3/Cct7/Kctd13/Fus/Dkc1/Pak3	16	MaintenancevsSaline
GO:0009266	BP	GO:0009266	response to temperature stimulus	11/417	169/21359	0.000505098810618167	0.0181095340806979	0.0149696253673224	Adora1/Tpr/Cirbp/Hsp90ab1/Aldh18a1/Il1a/Lxn/Dnaja1/Chordc1/Cryab/Rbm3	11	MaintenancevsSaline
GO:0042759	BP	GO:0042759	long-chain fatty acid biosynthetic process	4/417	20/21359	0.000541419562145793	0.0192350184203535	0.0158999684035572	Gstm7/Acot7/Alox5/Plp1	4	MaintenancevsSaline
GO:0045685	BP	GO:0045685	regulation of glial cell differentiation	8/417	95/21359	0.000545739883049223	0.0192350184203535	0.0158999684035572	Cntn2/Aspa/Enpp2/Tnfrsf21/Il33/Opalin/Hes5/Mag	8	MaintenancevsSaline
GO:0071709	BP	GO:0071709	membrane assembly	6/417	53/21359	0.00056477204532776	0.0197385456850265	0.0163161919508223	Ank3/Chmp2b/Syt11/Ugcg/Ptprd/Picalm	6	MaintenancevsSaline
GO:0043523	BP	GO:0043523	regulation of neuron apoptotic process	15/417	288/21359	0.000579731156284125	0.0198276101390853	0.0163898140277275	Hspd1/Unc5b/Snx6/Hsp90ab1/Prnp/Bcl2l1/Fbxw7/Ptprf/Srpk2/Hsph1/Apoe/Mag/Ccnd1/Aars/Pak3	15	MaintenancevsSaline
GO:0007059	BP	GO:0007059	chromosome segregation	17/417	351/21359	0.00058547572408341	0.0198276101390853	0.0163898140277275	Rrs1/Tpr/Ube2b/Zfp207/Top2a/Pum2/Ccnb1/Nipbl/Chmp2b/Akap8l/Esco1/Eml3/Smc3/Top1/Fbxw7/Naa10/Smc1a	17	MaintenancevsSaline
GO:0018209	BP	GO:0018209	peptidyl-serine modification	17/417	351/21359	0.00058547572408341	0.0198276101390853	0.0163898140277275	Sgk3/Ptgs2/Irgm1/Csnk1d/Rictor/Ppm1f/Hsp90ab1/Camk1d/Pdk1/Top1/Dclk1/Camk2d/Ifnb1/Srpk2/Ppp1r15a/Spock3/Mapkapk3	17	MaintenancevsSaline
GO:0051261	BP	GO:0051261	protein depolymerization	9/417	120/21359	0.000586390008922216	0.0198276101390853	0.0163898140277275	Map2/Mical1/Map1b/Stmn4/Gsn/Stmn1/Hspa8/Tmod2/Shroom2	9	MaintenancevsSaline
GO:0001818	BP	GO:0001818	negative regulation of cytokine production	15/417	289/21359	0.000600824722379721	0.0201507786408854	0.0166569501882111	Il1rl1/Serpinb1a/Cd83/Laptm4b/Apod/Tnfrsf21/Hsp90ab1/Il33/Prnp/Syt11/Ifnb1/Tia1/Ptpn6/Relb/Cd276	15	MaintenancevsSaline
GO:1902850	BP	GO:1902850	microtubule cytoskeleton organization involved in mitosis	10/417	146/21359	0.000605637732654645	0.0201507786408854	0.0166569501882111	Tpr/Zfp207/Ccnb1/Chmp2b/Eml3/Smc3/Gpsm2/Stmn1/Insc/Smc1a	10	MaintenancevsSaline
GO:0098813	BP	GO:0098813	nuclear chromosome segregation	15/417	290/21359	0.000622569204781141	0.0205497247832124	0.0169867253368021	Rrs1/Tpr/Ube2b/Zfp207/Top2a/Ccnb1/Nipbl/Chmp2b/Akap8l/Esco1/Eml3/Smc3/Fbxw7/Naa10/Smc1a	15	MaintenancevsSaline
GO:0002683	BP	GO:0002683	negative regulation of immune system process	20/417	452/21359	0.000627861192186569	0.0205612180968814	0.0169962258904379	Il1rl1/Adora1/Kitl/Irf1/Apod/Tnfrsf21/Thoc1/Il33/Tnfaip6/Prnp/Fbxw7/Syt11/Ifnb1/Fgr/Ptpn6/Il4i1/Il4ra/Ubash3b/Cd276/Tsc22d3	20	MaintenancevsSaline
GO:1902003	BP	GO:1902003	regulation of amyloid-beta formation	5/417	36/21359	0.000634013248803822	0.0206004773576179	0.0170286782121158	Lrrtm3/Abca2/Prnp/Apoe/Picalm	5	MaintenancevsSaline
GO:0007626	BP	GO:0007626	locomotory behavior	14/417	261/21359	0.000657189754610454	0.0210691600860773	0.0174160987183479	Cntn2/Trmt1l/Ncor1/Cnp/Naglu/Arrdc3/Etv5/Abca2/Glrb/Gpr37/Apoe/Gprc5b/Sez6l2/Aplp2	14	MaintenancevsSaline
GO:0035234	BP	GO:0035234	ectopic germ cell programmed cell death	4/417	21/21359	0.000658569562680944	0.0210691600860773	0.0174160987183479	Kitl/Ube2b/Il1a/Bcl2l1	4	MaintenancevsSaline
GO:0034502	BP	GO:0034502	protein localization to chromosome	8/417	98/21359	0.00067169318522657	0.0212179390349689	0.0175390817347815	Cct4/Nipbl/Cct5/Cct8/Tcp1/Cct7/Iffo1/Dkc1	8	MaintenancevsSaline
GO:0006633	BP	GO:0006633	fatty acid biosynthetic process	10/417	148/21359	0.000673423407697979	0.0212179390349689	0.0175390817347815	Ptgs2/Mcat/Ptgds/Gstm7/Acot7/Tbxas1/Alox5/Fa2h/Elovl4/Plp1	10	MaintenancevsSaline
GO:0050808	BP	GO:0050808	synapse organization	21/417	490/21359	0.000698454986008381	0.0218411600511944	0.0180542460174387	Cntn2/Lrrtm3/Ank3/Hnrnpk/Tuba1a/Etv5/Chmp2b/Prnp/Glrb/Tmeff1/Ptprd/Ptprf/Ctnna2/Lrrn1/Slc6a1/Apoe/Lrrc4b/Picalm/Sez6l2/Hspa8/Pak3	21	MaintenancevsSaline
GO:0051402	BP	GO:0051402	neuron apoptotic process	16/417	326/21359	0.000730904998510095	0.0226853275283842	0.0187520481157421	Hspd1/Unc5b/Snx6/Tnfrsf21/Hsp90ab1/Prnp/Bcl2l1/Fbxw7/Ptprf/Srpk2/Hsph1/Apoe/Mag/Ccnd1/Aars/Pak3	16	MaintenancevsSaline
GO:0048713	BP	GO:0048713	regulation of oligodendrocyte differentiation	6/417	56/21359	0.00076048291350739	0.0234285069427943	0.0193663718948549	Aspa/Enpp2/Tnfrsf21/Il33/Opalin/Hes5	6	MaintenancevsSaline
GO:1900242	BP	GO:1900242	regulation of synaptic vesicle endocytosis	4/417	22/21359	0.000792599199388434	0.0242383828695331	0.0200358280588438	Pip5k1c/Bcl2l1/Syt11/Picalm	4	MaintenancevsSaline
GO:0006563	BP	GO:0006563	L-serine metabolic process	3/417	10/21359	0.000800535178182558	0.0243023781464326	0.0200887275600786	Shmt2/Psat1/Phgdh	3	MaintenancevsSaline
GO:0000380	BP	GO:0000380	alternative mRNA splicing, via spliceosome	7/417	78/21359	0.000824861518173268	0.0248594134353813	0.0205491816808077	Ptbp1/Fxr2/Tra2b/Hnrnpm/Fxr1/Tia1/Rbm5	7	MaintenancevsSaline
GO:0022604	BP	GO:0022604	regulation of cell morphogenesis	16/417	330/21359	0.000831832904462254	0.0248891586306368	0.0205737695264954	Cntn2/Ccl7/Hnrnpk/Enpp2/Fmnl3/Fgd4/Epb41l3/Ermn/Plekho1/Lpar1/Ptprd/Ptprf/Fgr/Picalm/Cspg5/Pak3	16	MaintenancevsSaline
GO:1901214	BP	GO:1901214	regulation of neuron death	18/417	396/21359	0.000852631280396373	0.0251543907321392	0.0207930145483268	Hspd1/Adora1/Unc5b/Snx6/Hsp90ab1/Prnp/Bcl2l1/Fbxw7/Ptprf/Srpk2/Hsph1/Itpr1/Apoe/Mag/Picalm/Ccnd1/Aars/Pak3	18	MaintenancevsSaline
GO:0002573	BP	GO:0002573	myeloid leukocyte differentiation	13/417	238/21359	0.000857993508450505	0.0251543907321392	0.0207930145483268	L3mbtl3/Kitl/Zfp36l1/Tnfsf9/Tnfaip6/Car2/Fbxw7/Tspan2/Ifnb1/Fam20c/Relb/Ubash3b/Trf	13	MaintenancevsSaline
GO:0018105	BP	GO:0018105	peptidyl-serine phosphorylation	16/417	331/21359	0.000858841905256976	0.0251543907321392	0.0207930145483268	Sgk3/Ptgs2/Irgm1/Csnk1d/Rictor/Ppm1f/Hsp90ab1/Camk1d/Pdk1/Top1/Dclk1/Camk2d/Ifnb1/Srpk2/Ppp1r15a/Mapkapk3	16	MaintenancevsSaline
GO:2000112	BP	GO:2000112	regulation of cellular macromolecule biosynthetic process	20/417	465/21359	0.000889753910677412	0.025877528073478	0.0213907712349829	Tpr/Soat1/Cirbp/Shmt2/Fxr2/Pum2/Zfp36l1/Ngdn/Nsun3/Paip2/Il33/Abca2/Fxr1/Dph5/Slc6a9/Tia1/Aplp1/Ppp1r15a/Aars/Rbm3	20	MaintenancevsSaline
GO:0048469	BP	GO:0048469	cell maturation	12/417	210/21359	0.000909806131798109	0.0262769701538079	0.021720956333718	Cntn2/L3mbtl3/Gja1/Ank3/Ccnb1/Ednrb/Sox10/Grb14/Hes5/Fam20c/Cdkn1c/Bfsp2	12	MaintenancevsSaline
GO:0050769	BP	GO:0050769	positive regulation of neurogenesis	15/417	302/21359	0.000940435175887183	0.0269135015238808	0.0222471231639677	Aspa/Map1b/Enpp2/Sox10/Etv5/Il33/Zeb2/Ptprd/Ptprf/Rufy3/Apoe/Mag/Picalm/Trf/Pak3	15	MaintenancevsSaline
GO:0031649	BP	GO:0031649	heat generation	4/417	23/21359	0.000944787502401201	0.0269135015238808	0.0222471231639677	Ptgs2/Arrdc3/Ednrb/Il1a	4	MaintenancevsSaline
GO:0048511	BP	GO:0048511	rhythmic process	15/417	303/21359	0.000972215128713615	0.0275064130634009	0.0227372331570259	Adora1/Ncor1/Top2a/Naglu/Csnk1d/Enpp2/Ptgds/Tnfaip6/Top1/Schip1/Fbxw7/Afp/Mat2a/Relb/Maged1	15	MaintenancevsSaline
GO:0007015	BP	GO:0007015	actin filament organization	19/417	436/21359	0.00101884396381087	0.0286308921992527	0.0236667452760049	Tmeff2/Mical1/Gas2l3/Ssh2/Rictor/Ppm1f/Gsn/Ermn/Lpar1/Stmn1/Rufy3/Ctnna2/Arpc4/Kctd13/Tmod2/Pls1/Trf/Pak3/Shroom2	19	MaintenancevsSaline
GO:0006730	BP	GO:0006730	one-carbon metabolic process	5/417	40/21359	0.00103814427246751	0.0289774632831702	0.0239532263785156	Shmt2/Car2/Car14/Mat2a/Mthfd2	5	MaintenancevsSaline
GO:0097090	BP	GO:0097090	presynaptic membrane organization	3/417	11/21359	0.00108483915583226	0.0300789736607091	0.0248637521610397	Cntn2/Ptprd/Apoe	3	MaintenancevsSaline
GO:0000381	BP	GO:0000381	regulation of alternative mRNA splicing, via spliceosome	6/417	60/21359	0.00109840451601157	0.0302534065039212	0.0250079410895349	Ptbp1/Fxr2/Tra2b/Fxr1/Tia1/Rbm5	6	MaintenancevsSaline
GO:0070661	BP	GO:0070661	leukocyte proliferation	17/417	372/21359	0.00111037694371661	0.0303105060734549	0.0250551404907313	Hspd1/Gja1/Kitl/Irf1/Cd180/Tnfrsf21/Tnfsf9/Il33/Csf2ra/Il1a/Prnp/Bcl2l1/Ifnb1/Ptpn6/Il4i1/Cd276/Sash3	17	MaintenancevsSaline
GO:0031644	BP	GO:0031644	regulation of nervous system process	11/417	186/21359	0.00111505348142308	0.0303105060734549	0.0250551404907313	Adora1/Tppp/Ednrb/Sox10/Tnfrsf21/Myrf/Il33/Il1a/Mag/Ncam1/Trf	11	MaintenancevsSaline
GO:0021700	BP	GO:0021700	developmental maturation	16/417	342/21359	0.00120866428574684	0.0326417841845526	0.0269822116011564	Cntn2/Ptgs2/L3mbtl3/Gja1/Ank3/Hnrnpk/Ccnb1/Ednrb/Sox10/Grb14/Hes5/Fam20c/Picalm/Sez6l2/Cdkn1c/Bfsp2	16	MaintenancevsSaline
GO:0006470	BP	GO:0006470	protein dephosphorylation	13/417	248/21359	0.00124791637035284	0.0334844140922417	0.0276787427203557	Ptp4a1/Adora1/Ptbp1/Ssh2/Ptp4a3/Ppm1f/Hsp90ab1/Ptprd/Ptprf/Ptpn6/Ppp1r15a/Dusp26/Ubash3b	13	MaintenancevsSaline
GO:0070997	BP	GO:0070997	neuron death	19/417	445/21359	0.00129150308676683	0.0344318034478413	0.0284618696449424	Hspd1/Adora1/Unc5b/Snx6/Tnfrsf21/Hsp90ab1/Prnp/Bcl2l1/Fbxw7/Ptprf/Srpk2/Hsph1/Itpr1/Apoe/Mag/Picalm/Ccnd1/Aars/Pak3	19	MaintenancevsSaline
GO:1902993	BP	GO:1902993	positive regulation of amyloid precursor protein catabolic process	4/417	25/21359	0.00130876642901623	0.0346698062310732	0.0286586064845256	Lrrtm3/Abca2/Apoe/Picalm	4	MaintenancevsSaline
GO:0090307	BP	GO:0090307	mitotic spindle assembly	6/417	63/21359	0.00141949827860629	0.0372893087048865	0.0308239283811036	Tpr/Zfp207/Chmp2b/Eml3/Smc3/Smc1a	6	MaintenancevsSaline
GO:1900272	BP	GO:1900272	negative regulation of long-term synaptic potentiation	3/417	12/21359	0.00142558309306972	0.0372893087048865	0.0308239283811036	Adora1/Prnp/Apoe	3	MaintenancevsSaline
GO:1902991	BP	GO:1902991	regulation of amyloid precursor protein catabolic process	5/417	43/21359	0.00144778072532474	0.0376332502289098	0.031108235848096	Lrrtm3/Abca2/Prnp/Apoe/Picalm	5	MaintenancevsSaline
GO:0014015	BP	GO:0014015	positive regulation of gliogenesis	7/417	86/21359	0.00146889909395128	0.0379450393275985	0.0313659656152002	Aspa/Enpp2/Sox10/Etv5/Il33/Mag/Trf	7	MaintenancevsSaline
GO:0019058	BP	GO:0019058	viral life cycle	13/417	253/21359	0.00149245116976832	0.0383154593522621	0.0316721606267923	Morc2a/Top2a/Chmp2b/Hsp90ab1/Gsn/Trim59/Ppid/Ifnb1/Srpk2/Zc3hav1/Apoe/Trim5/Hspa8	13	MaintenancevsSaline
GO:0002831	BP	GO:0002831	regulation of response to biotic stimulus	16/417	350/21359	0.00153293157007401	0.0391132662572871	0.0323316403478315	Hspd1/Irgm1/Irf1/Sec14l1/Pum2/Serpinb1a/Cd180/Treml4/Syt11/Fgr/Zc3hav1/Clec4n/Apoe/Il4i1/Trim5/Htra1	16	MaintenancevsSaline
GO:0034620	BP	GO:0034620	cellular response to unfolded protein	7/417	87/21359	0.00157115177991231	0.039844025930825	0.0329356977740282	Hspd1/Atf3/Hspa5/Ppp1r15a/Ccnd1/Herpud1/Hspa8	7	MaintenancevsSaline
GO:0051250	BP	GO:0051250	negative regulation of lymphocyte activation	10/417	166/21359	0.00161354085489287	0.0406710085787845	0.0336192946225206	Irf1/Tnfrsf21/Thoc1/Prnp/Ifnb1/Fgr/Ptpn6/Il4i1/Il4ra/Cd276	10	MaintenancevsSaline
GO:0002695	BP	GO:0002695	negative regulation of leukocyte activation	11/417	196/21359	0.00169619468584853	0.0424175676009282	0.0350630277482268	Irf1/Tnfrsf21/Thoc1/Prnp/Syt11/Ifnb1/Fgr/Ptpn6/Il4i1/Il4ra/Cd276	11	MaintenancevsSaline
GO:0007249	BP	GO:0007249	I-kappaB kinase/NF-kappaB signaling	12/417	226/21359	0.00170323005274225	0.0424175676009282	0.0350630277482268	Irf1/Ednrb/Tank/Il1a/Rbck1/Trim59/Tifa/Zc3hav1/Clec4n/Relb/Trim5/Gprc5b	12	MaintenancevsSaline
GO:0006790	BP	GO:0006790	sulfur compound metabolic process	15/417	321/21359	0.0017196136478257	0.0425706735792089	0.03518958755513	Mical1/Acot2/Isca2/Ednrb/Nubp1/Pdk1/Chst14/Phgdh/Gstm7/Acot7/Gusb/Mat2a/Chst8/Sult1a1/Spock3	15	MaintenancevsSaline
GO:0030318	BP	GO:0030318	melanocyte differentiation	4/417	27/21359	0.00176073051964508	0.0430757543011994	0.0356070952146182	Kitl/Ednrb/Sox10/Zeb2	4	MaintenancevsSaline
GO:0043032	BP	GO:0043032	positive regulation of macrophage activation	4/417	27/21359	0.00176073051964508	0.0430757543011994	0.0356070952146182	Il1rl1/Hspd1/Il33/Il4ra	4	MaintenancevsSaline
GO:0000245	BP	GO:0000245	spliceosomal complex assembly	5/417	45/21359	0.00177997921772882	0.0432920091610184	0.035785854879054	Prpf39/Luc7l/Srsf10/Srpk2/Rbm5	5	MaintenancevsSaline
GO:0031453	BP	GO:0031453	positive regulation of heterochromatin formation	3/417	13/21359	0.00182654582346884	0.0439110062416583	0.0362975275901991	Tpr/Morc2a/Atf7ip	3	MaintenancevsSaline
GO:0120263	BP	GO:0120263	positive regulation of heterochromatin organization	3/417	13/21359	0.00182654582346884	0.0439110062416583	0.0362975275901991	Tpr/Morc2a/Atf7ip	3	MaintenancevsSaline
GO:1903037	BP	GO:1903037	regulation of leukocyte cell-cell adhesion	16/417	358/21359	0.00192746949481829	0.046070951890513	0.0380829725957443	Hspd1/Kitl/Irf1/Cd83/Tnfrsf21/Tnfsf9/Il1a/Prnp/Ifnb1/Hsph1/Alox5/Ptpn6/Il4i1/Il4ra/Cd276/Sash3	16	MaintenancevsSaline
GO:0034205	BP	GO:0034205	amyloid-beta formation	5/417	46/21359	0.00196553112140923	0.0464504353819555	0.0383966596113607	Lrrtm3/Abca2/Prnp/Apoe/Picalm	5	MaintenancevsSaline
GO:0002274	BP	GO:0002274	myeloid leukocyte activation	13/417	261/21359	0.00196568324770959	0.0464504353819555	0.0383966596113607	Il1rl1/Hspd1/Fcgr3/Tnfsf9/Il33/Ptgds/Syt11/Ifnb1/Fgr/Anxa3/Ptpn6/Relb/Il4ra	13	MaintenancevsSaline
GO:0032649	BP	GO:0032649	regulation of interferon-gamma production	8/417	116/21359	0.0020034280111765	0.0470748988614862	0.0389128509337047	Il1rl1/Hspd1/Tnfsf9/Cd14/Il33/Prnp/Cd276/Sash3	8	MaintenancevsSaline
GO:0090169	BP	GO:0090169	regulation of spindle assembly	4/417	28/21359	0.00202287285698824	0.0472647652371579	0.0390697974625878	Tpr/Chmp2b/Eml3/Gpsm2	4	MaintenancevsSaline
GO:0007163	BP	GO:0007163	establishment or maintenance of cell polarity	12/417	231/21359	0.00204455350161042	0.0475044581742891	0.0392679314099362	Dst/Map2/Gja1/Map1b/Rictor/Hsp90ab1/Gsn/Gpsm2/Hes5/Rufy3/Insc/Fez1	12	MaintenancevsSaline
GO:0031346	BP	GO:0031346	positive regulation of cell projection organization	18/417	429/21359	0.00207385702960533	0.0479176188118253	0.0396094564835731	Hnrnpk/Map1b/Enpp2/Camk1d/Hspa5/Zeb2/Ptprd/Ptprf/Rufy3/Dynll1/Itpr1/Apoe/Picalm/Ccp110/Gprc5b/Anln/Fez1/Pak3	18	MaintenancevsSaline
GO:0072330	BP	GO:0072330	monocarboxylic acid biosynthetic process	11/417	202/21359	0.00215008727359788	0.0492769673380679	0.0407331153303881	Ptgs2/Mcat/Ptgds/Gatm/Gstm7/Acot7/Tbxas1/Alox5/Fa2h/Elovl4/Plp1	11	MaintenancevsSaline
GO:0140014	BP	GO:0140014	mitotic nuclear division	14/417	296/21359	0.00216670584636123	0.0492769673380679	0.0407331153303881	Rrs1/Tpr/Zfp207/Ccnb1/Nipbl/Chmp2b/Akap8l/Esco1/Eml3/Smc3/Il1a/Cdkn1c/Naa10/Smc1a	14	MaintenancevsSaline
GO:0032204	BP	GO:0032204	regulation of telomere maintenance	7/417	92/21359	0.00216823395596692	0.0492769673380679	0.0407331153303881	Cct4/Ctc1/Cct5/Cct8/Tcp1/Cct7/Dkc1	7	MaintenancevsSaline
GO:0031333	BP	GO:0031333	negative regulation of protein-containing complex assembly	9/417	145/21359	0.0022229773786407	0.0499749346906307	0.0413100661089077	Map2/Ssh2/Tubb4a/Gsn/Stmn1/Fkbp4/Clip3/Cryab/Tmod2	9	MaintenancevsSaline
GO:1903900	BP	GO:1903900	regulation of viral life cycle	9/417	145/21359	0.0022229773786407	0.0499749346906307	0.0413100661089077	Morc2a/Top2a/Gsn/Trim59/Ppid/Ifnb1/Srpk2/Zc3hav1/Trim5	9	MaintenancevsSaline
GO:0043209	CC	GO:0043209	myelin sheath	27/421	207/21251	9.18735580363912e-15	4.37318136253222e-12	3.6362587180719e-12	Hspd1/Cntn2/Glul/Omg/Cnp/Tppp/Cct5/Tuba1a/Tcp1/Mog/Tubb4a/Stip1/Hspa5/Gsn/Ermn/Car2/Cldn11/Phgdh/Tspan2/Ubc/Gnb2/Mag/Pllp/Hspa8/Ncam1/Cryab/Plp1	27	MaintenancevsSaline
