Category	ID	Term	Genes	adj_pval
MF	GO:0051082	unfolded protein binding	Clu,Hspa1a,Cdc37l1,Scg5,Dnaja1,Dnajb1,Cryab	0.00356040949923833
MF	GO:0033218	amide binding	Fzd5,Epdr1,Clu,Ednrb,Laptm4b,Fkbp5,Prnp,Pex5l,Ppid,Gstm7,Gpr37,Clip3,Mag,Cryab	0.00650307482286886
MF	GO:0044389	ubiquitin-like protein ligase binding	Fzd5,Ptprn,Prdx6,Clu,Laptm4b,Myc,Hspa1a,Ube2c,Syt11,Dnaja1,Gpr37,Cul1	0.00650307482286886
MF	GO:0019911	structural constituent of myelin sheath	Mal,Pllp,Plp1	0.00656688411487949
MF	GO:0043208	glycosphingolipid binding	Epdr1,Clip3,Mag	0.00784188657887155
MF	GO:0001882	nucleoside binding	Adora1,Pnp,Polr2b	0.00897426713246112
MF	GO:0046625	sphingolipid binding	Epdr1,Laptm4b,Clip3,Mag	0.00897426713246112
MF	GO:0015631	tubulin binding	Gja1,Tppp,Stmn4,Ncald,Prnp,Syt11,Kif1b,Hsph1,Clip3,Tppp3,Fez1,Cryab	0.0133144901659287
MF	GO:0005539	glycosaminoglycan binding	Tnfaip6,Prnp,Bcan,Hapln2,Ptprf,Aplp1,Fgfr2,Spock3,Ncam1	0.0138238874665474
MF	GO:0051087	chaperone binding	Cdc37l1,Prnp,Dnaja1,Bax,Bag3,Dnajb1	0.0223561143423639
MF	GO:0031625	ubiquitin protein ligase binding	Fzd5,Prdx6,Clu,Laptm4b,Myc,Hspa1a,Syt11,Dnaja1,Gpr37,Cul1	0.0289824337771339
MF	GO:0030544	Hsp70 protein binding	Dnaja1,Gpr37,Bax,Dnajb1	0.0395275474923174
MF	GO:0051015	actin filament binding	Gas7,Fermt2,Ctnna1,Gsn,Ermn,Espn,Ctnna2,Pls1	0.0395275474923174
MF	GO:0005540	hyaluronic acid binding	Tnfaip6,Bcan,Hapln2	0.0410851980436954
