Category	ID	Term	Genes	adj_pval
BP	GO:0051402	neuron apoptotic process	Hspd1,Unc5b,Snx6,Tnfrsf21,Hsp90ab1,Prnp,Bcl2l1,Fbxw7,Ptprf,Srpk2,Hsph1,Apoe,Mag,Ccnd1,Aars,Pak3	0.0187520481157421
BP	GO:0048713	regulation of oligodendrocyte differentiation	Aspa,Enpp2,Tnfrsf21,Il33,Opalin,Hes5	0.0193663718948549
BP	GO:1900242	regulation of synaptic vesicle endocytosis	Pip5k1c,Bcl2l1,Syt11,Picalm	0.0200358280588438
BP	GO:0006563	L-serine metabolic process	Shmt2,Psat1,Phgdh	0.0200887275600786
BP	GO:0000380	alternative mRNA splicing, via spliceosome	Ptbp1,Fxr2,Tra2b,Hnrnpm,Fxr1,Tia1,Rbm5	0.0205491816808077
BP	GO:0022604	regulation of cell morphogenesis	Cntn2,Ccl7,Hnrnpk,Enpp2,Fmnl3,Fgd4,Epb41l3,Ermn,Plekho1,Lpar1,Ptprd,Ptprf,Fgr,Picalm,Cspg5,Pak3	0.0205737695264954
BP	GO:1901214	regulation of neuron death	Hspd1,Adora1,Unc5b,Snx6,Hsp90ab1,Prnp,Bcl2l1,Fbxw7,Ptprf,Srpk2,Hsph1,Itpr1,Apoe,Mag,Picalm,Ccnd1,Aars,Pak3	0.0207930145483268
BP	GO:0002573	myeloid leukocyte differentiation	L3mbtl3,Kitl,Zfp36l1,Tnfsf9,Tnfaip6,Car2,Fbxw7,Tspan2,Ifnb1,Fam20c,Relb,Ubash3b,Trf	0.0207930145483268
BP	GO:0018105	peptidyl-serine phosphorylation	Sgk3,Ptgs2,Irgm1,Csnk1d,Rictor,Ppm1f,Hsp90ab1,Camk1d,Pdk1,Top1,Dclk1,Camk2d,Ifnb1,Srpk2,Ppp1r15a,Mapkapk3	0.0207930145483268
BP	GO:2000112	regulation of cellular macromolecule biosynthetic process	Tpr,Soat1,Cirbp,Shmt2,Fxr2,Pum2,Zfp36l1,Ngdn,Nsun3,Paip2,Il33,Abca2,Fxr1,Dph5,Slc6a9,Tia1,Aplp1,Ppp1r15a,Aars,Rbm3	0.0213907712349829
BP	GO:0048469	cell maturation	Cntn2,L3mbtl3,Gja1,Ank3,Ccnb1,Ednrb,Sox10,Grb14,Hes5,Fam20c,Cdkn1c,Bfsp2	0.021720956333718
BP	GO:0050769	positive regulation of neurogenesis	Aspa,Map1b,Enpp2,Sox10,Etv5,Il33,Zeb2,Ptprd,Ptprf,Rufy3,Apoe,Mag,Picalm,Trf,Pak3	0.0222471231639677
BP	GO:0031649	heat generation	Ptgs2,Arrdc3,Ednrb,Il1a	0.0222471231639677
BP	GO:0048511	rhythmic process	Adora1,Ncor1,Top2a,Naglu,Csnk1d,Enpp2,Ptgds,Tnfaip6,Top1,Schip1,Fbxw7,Afp,Mat2a,Relb,Maged1	0.0227372331570259
BP	GO:0007015	actin filament organization	Tmeff2,Mical1,Gas2l3,Ssh2,Rictor,Ppm1f,Gsn,Ermn,Lpar1,Stmn1,Rufy3,Ctnna2,Arpc4,Kctd13,Tmod2,Pls1,Trf,Pak3,Shroom2	0.0236667452760049
BP	GO:0006730	one-carbon metabolic process	Shmt2,Car2,Car14,Mat2a,Mthfd2	0.0239532263785156
BP	GO:0097090	presynaptic membrane organization	Cntn2,Ptprd,Apoe	0.0248637521610397
BP	GO:0000381	regulation of alternative mRNA splicing, via spliceosome	Ptbp1,Fxr2,Tra2b,Fxr1,Tia1,Rbm5	0.0250079410895349
BP	GO:0070661	leukocyte proliferation	Hspd1,Gja1,Kitl,Irf1,Cd180,Tnfrsf21,Tnfsf9,Il33,Csf2ra,Il1a,Prnp,Bcl2l1,Ifnb1,Ptpn6,Il4i1,Cd276,Sash3	0.0250551404907313
BP	GO:0031644	regulation of nervous system process	Adora1,Tppp,Ednrb,Sox10,Tnfrsf21,Myrf,Il33,Il1a,Mag,Ncam1,Trf	0.0250551404907313
BP	GO:0021700	developmental maturation	Cntn2,Ptgs2,L3mbtl3,Gja1,Ank3,Hnrnpk,Ccnb1,Ednrb,Sox10,Grb14,Hes5,Fam20c,Picalm,Sez6l2,Cdkn1c,Bfsp2	0.0269822116011564
BP	GO:0006470	protein dephosphorylation	Ptp4a1,Adora1,Ptbp1,Ssh2,Ptp4a3,Ppm1f,Hsp90ab1,Ptprd,Ptprf,Ptpn6,Ppp1r15a,Dusp26,Ubash3b	0.0276787427203557
BP	GO:0070997	neuron death	Hspd1,Adora1,Unc5b,Snx6,Tnfrsf21,Hsp90ab1,Prnp,Bcl2l1,Fbxw7,Ptprf,Srpk2,Hsph1,Itpr1,Apoe,Mag,Picalm,Ccnd1,Aars,Pak3	0.0284618696449424
BP	GO:1902993	positive regulation of amyloid precursor protein catabolic process	Lrrtm3,Abca2,Apoe,Picalm	0.0286586064845256
BP	GO:0090307	mitotic spindle assembly	Tpr,Zfp207,Chmp2b,Eml3,Smc3,Smc1a	0.0308239283811036
BP	GO:1900272	negative regulation of long-term synaptic potentiation	Adora1,Prnp,Apoe	0.0308239283811036
BP	GO:1902991	regulation of amyloid precursor protein catabolic process	Lrrtm3,Abca2,Prnp,Apoe,Picalm	0.031108235848096
BP	GO:0014015	positive regulation of gliogenesis	Aspa,Enpp2,Sox10,Etv5,Il33,Mag,Trf	0.0313659656152002
BP	GO:0019058	viral life cycle	Morc2a,Top2a,Chmp2b,Hsp90ab1,Gsn,Trim59,Ppid,Ifnb1,Srpk2,Zc3hav1,Apoe,Trim5,Hspa8	0.0316721606267923
BP	GO:0002831	regulation of response to biotic stimulus	Hspd1,Irgm1,Irf1,Sec14l1,Pum2,Serpinb1a,Cd180,Treml4,Syt11,Fgr,Zc3hav1,Clec4n,Apoe,Il4i1,Trim5,Htra1	0.0323316403478315
BP	GO:0034620	cellular response to unfolded protein	Hspd1,Atf3,Hspa5,Ppp1r15a,Ccnd1,Herpud1,Hspa8	0.0329356977740282
BP	GO:0051250	negative regulation of lymphocyte activation	Irf1,Tnfrsf21,Thoc1,Prnp,Ifnb1,Fgr,Ptpn6,Il4i1,Il4ra,Cd276	0.0336192946225206
BP	GO:0002695	negative regulation of leukocyte activation	Irf1,Tnfrsf21,Thoc1,Prnp,Syt11,Ifnb1,Fgr,Ptpn6,Il4i1,Il4ra,Cd276	0.0350630277482268
BP	GO:0007249	I-kappaB kinase/NF-kappaB signaling	Irf1,Ednrb,Tank,Il1a,Rbck1,Trim59,Tifa,Zc3hav1,Clec4n,Relb,Trim5,Gprc5b	0.0350630277482268
BP	GO:0006790	sulfur compound metabolic process	Mical1,Acot2,Isca2,Ednrb,Nubp1,Pdk1,Chst14,Phgdh,Gstm7,Acot7,Gusb,Mat2a,Chst8,Sult1a1,Spock3	0.03518958755513
BP	GO:0030318	melanocyte differentiation	Kitl,Ednrb,Sox10,Zeb2	0.0356070952146182
BP	GO:0043032	positive regulation of macrophage activation	Il1rl1,Hspd1,Il33,Il4ra	0.0356070952146182
BP	GO:0000245	spliceosomal complex assembly	Prpf39,Luc7l,Srsf10,Srpk2,Rbm5	0.035785854879054
BP	GO:0031453	positive regulation of heterochromatin formation	Tpr,Morc2a,Atf7ip	0.0362975275901991
BP	GO:0120263	positive regulation of heterochromatin organization	Tpr,Morc2a,Atf7ip	0.0362975275901991
BP	GO:1903037	regulation of leukocyte cell-cell adhesion	Hspd1,Kitl,Irf1,Cd83,Tnfrsf21,Tnfsf9,Il1a,Prnp,Ifnb1,Hsph1,Alox5,Ptpn6,Il4i1,Il4ra,Cd276,Sash3	0.0380829725957443
BP	GO:0034205	amyloid-beta formation	Lrrtm3,Abca2,Prnp,Apoe,Picalm	0.0383966596113607
BP	GO:0002274	myeloid leukocyte activation	Il1rl1,Hspd1,Fcgr3,Tnfsf9,Il33,Ptgds,Syt11,Ifnb1,Fgr,Anxa3,Ptpn6,Relb,Il4ra	0.0383966596113607
BP	GO:0032649	regulation of interferon-gamma production	Il1rl1,Hspd1,Tnfsf9,Cd14,Il33,Prnp,Cd276,Sash3	0.0389128509337047
BP	GO:0090169	regulation of spindle assembly	Tpr,Chmp2b,Eml3,Gpsm2	0.0390697974625878
BP	GO:0007163	establishment or maintenance of cell polarity	Dst,Map2,Gja1,Map1b,Rictor,Hsp90ab1,Gsn,Gpsm2,Hes5,Rufy3,Insc,Fez1	0.0392679314099362
BP	GO:0031346	positive regulation of cell projection organization	Hnrnpk,Map1b,Enpp2,Camk1d,Hspa5,Zeb2,Ptprd,Ptprf,Rufy3,Dynll1,Itpr1,Apoe,Picalm,Ccp110,Gprc5b,Anln,Fez1,Pak3	0.0396094564835731
BP	GO:0072330	monocarboxylic acid biosynthetic process	Ptgs2,Mcat,Ptgds,Gatm,Gstm7,Acot7,Tbxas1,Alox5,Fa2h,Elovl4,Plp1	0.0407331153303881
BP	GO:0140014	mitotic nuclear division	Rrs1,Tpr,Zfp207,Ccnb1,Nipbl,Chmp2b,Akap8l,Esco1,Eml3,Smc3,Il1a,Cdkn1c,Naa10,Smc1a	0.0407331153303881
BP	GO:0032204	regulation of telomere maintenance	Cct4,Ctc1,Cct5,Cct8,Tcp1,Cct7,Dkc1	0.0407331153303881
BP	GO:0031333	negative regulation of protein-containing complex assembly	Map2,Ssh2,Tubb4a,Gsn,Stmn1,Fkbp4,Clip3,Cryab,Tmod2	0.0413100661089077
BP	GO:1903900	regulation of viral life cycle	Morc2a,Top2a,Gsn,Trim59,Ppid,Ifnb1,Srpk2,Zc3hav1,Trim5	0.0413100661089077
CC	GO:0043209	myelin sheath	Hspd1,Cntn2,Glul,Omg,Cnp,Tppp,Cct5,Tuba1a,Tcp1,Mog,Tubb4a,Stip1,Hspa5,Gsn,Ermn,Car2,Cldn11,Phgdh,Tspan2,Ubc,Gnb2,Mag,Pllp,Hspa8,Ncam1,Cryab,Plp1	3.6362587180719E-12
CC	GO:0005874	microtubule	Dst,Map2,Katna1,Gas2l3,Cct4,Zfp207,Tubd1,Cnp,Csnk1d,Tppp,Map1b,Slain1,Cct5,Kif21a,Tuba1a,Chmp2b,Cct8,Tcp1,Tubb4a,Haus1,Eml3,Snph,Stmn1,Kif1b,Dynll1,Hsph1,Cct7,Fkbp4,Apoe,Clip3,Tppp3,Fez1,Hspa8,Nicn1,Shroom2	3.15925091291272E-10
CC	GO:0101031	chaperone complex	Cct4,Cct5,Cct8,Tcp1,Hsp90ab1,Stip1,Cct7,Hspa8	3.38622826617748E-05
CC	GO:0044304	main axon	Map2,Cntn2,Adora1,Ank3,Map1b,Tubb4a,Epb41l3,Ermn,Hapln2,Camk2d,Mag	5.47731460164234E-05
CC	GO:0005832	chaperonin-containing T-complex	Cct4,Cct5,Cct8,Tcp1,Cct7	5.47731460164234E-05
CC	GO:0150034	distal axon	Map2,Adora1,Glul,Katna1,Mical1,Fxr2,Hnrnpk,Map1b,Pcdh9,Hsp90ab1,Prnp,Fxr1,Dclk1,Syt11,Ptprf,Srsf10,Rufy3,Fkbp4,Gria4,Fez1,Hspa8,Ncam1,Tmod2	9.74832303176411E-05
CC	GO:0032279	asymmetric synapse	Dst,Map2,Adora1,Lrrtm3,Pip5k1c,Fxr2,Hnrnpk,Map1b,Chmp2b,Epb41l3,Prnp,Fxr1,Dclk1,Syt11,Slc6a9,Ptprf,Ctnna2,Itpr1,Lrrc4b,Picalm,Gria4,Hspa8,Cryab,Pak3	9.74832303176411E-05
CC	GO:0098984	neuron to neuron synapse	Dst,Map2,Adora1,Lrrtm3,Pip5k1c,Fxr2,Hnrnpk,Map1b,Chmp2b,Epb41l3,Prnp,Fxr1,Dclk1,Syt11,Ptprd,Slc6a9,Ptprf,Ctnna2,Itpr1,Lrrc4b,Picalm,Gria4,Hspa8,Cryab,Pak3	9.74832303176411E-05
CC	GO:0014069	postsynaptic density	Dst,Map2,Adora1,Lrrtm3,Pip5k1c,Fxr2,Hnrnpk,Map1b,Chmp2b,Epb41l3,Prnp,Fxr1,Dclk1,Syt11,Slc6a9,Ptprf,Ctnna2,Itpr1,Lrrc4b,Picalm,Gria4,Cryab,Pak3	0.000193320588159374
CC	GO:0099572	postsynaptic specialization	Dst,Map2,Adora1,Lrrtm3,Pip5k1c,Fxr2,Hnrnpk,Map1b,Chmp2b,Epb41l3,Prnp,Fxr1,Dclk1,Syt11,Slc6a9,Ptprf,Ctnna2,Itpr1,Lrrc4b,Picalm,Gria4,Hspa8,Cryab,Pak3	0.000240883570548918
CC	GO:0016234	inclusion body	Tpr,Hsp90ab1,Nxf1,Prnp,Fgr,Nub1,Edem1,Picalm,Herpud1	0.000938488151747372
CC	GO:0005681	spliceosomal complex	Cirbp,Prpf39,Hnrnpk,Tra2b,Luc7l,U2af1,Hnrnpm,Cdc5l,Mfap1a,Prpf38b,Tra2a,Hspa8,Rbm5,Rbm3	0.00114136961241573
CC	GO:0030426	growth cone	Map2,Katna1,Fxr2,Map1b,Pcdh9,Hsp90ab1,Fxr1,Dclk1,Ptprf,Rufy3,Fkbp4,Fez1,Ncam1,Tmod2	0.00147137639113866
CC	GO:0034399	nuclear periphery	Map2,Tpr,Morc2a,Akap8l,Hnrnpm,Smc3,Ppig,Nup35,Alox5,Iffo1,Smc1a	0.00172806601517057
CC	GO:0030427	site of polarized growth	Map2,Katna1,Fxr2,Map1b,Pcdh9,Hsp90ab1,Fxr1,Dclk1,Ptprf,Rufy3,Fkbp4,Fez1,Ncam1,Tmod2	0.00185124575841722
CC	GO:0072686	mitotic spindle	Tpr,Katna1,Ncor1,Tppp,Cd180,Tubb4a,Haus1,Eml3,Smc3,Gpsm2,Dynll1,Smc1a	0.00400181826728698
CC	GO:0033270	paranode region of axon	Ank3,Epb41l3,Ermn,Mag	0.00405801065121188
CC	GO:0097060	synaptic membrane	Cntn2,Adora1,Lrrtm3,Ank3,Pip5k1c,Snph,Glrb,Syt11,Ptprd,Slc6a9,Ptprf,Ctnna2,Itpr1,Slc6a1,Lrrc4b,Picalm,Gria4,Hspa8,Ncam1,Cryab,Cspg5	0.00891218283586488
CC	GO:0044306	neuron projection terminus	Adora1,Glul,Mical1,Ptbp1,Hnrnpk,Vti1a,Prnp,Syt11,Srsf10,Scrg1,Gria4,Hspa8	0.0197714722745017
CC	GO:0002199	zona pellucida receptor complex	Cct4,Cct8,Tcp1	0.0223933628353849
CC	GO:0016363	nuclear matrix	Morc2a,Akap8l,Hnrnpm,Smc3,Ppig,Alox5,Iffo1,Smc1a	0.0232655480056621
CC	GO:0043194	axon initial segment	Map2,Cntn2,Ank3,Camk2d	0.0248461290076121
CC	GO:0005635	nuclear envelope	Dst,Gtf3c3,Ptgs2,Tpr,Cacybp,Tmc6,Pum2,Ednrb,Senp2,Tra2b,Chmp2b,Nxf1,Nup35,Prnp,Osbpl3,Itpr1,Alox5,Apoe	0.028386717852532
CC	GO:0036464	cytoplasmic ribonucleoprotein granule	Cirbp,Fxr2,Pum2,Zfp36l1,Serpinb1a,Hnrnpk,Tuba1a,Carhsp1,Top1,Fxr1,Tia1,Trim5	0.0332612182195941
CC	GO:0045211	postsynaptic membrane	Cntn2,Adora1,Lrrtm3,Ank3,Glrb,Slc6a9,Ptprf,Ctnna2,Slc6a1,Lrrc4b,Picalm,Gria4,Hspa8,Ncam1,Cspg5	0.0332612182195941
CC	GO:0030175	filopodium	Map2,Kitl,Fxr2,Fgd4,Ermn,Fxr1,Rufy3	0.0404653862310232
MF	GO:0031072	heat shock protein binding	Adora1,Tpr,Ahsa2,Dnajb9,Ahsa1,Hnrnpk,Mettl22,Hsp90ab1,Stip1,Cdc37l1,Hspa5,Ppid,Dnaja1,Gpr37,Fkbp4,Chordc1,Hspa8	1.06001459156302E-06
MF	GO:0051082	unfolded protein binding	Cct4,Cct5,Cct8,Tcp1,Hsp90ab1,Cdc37l1,Hspa5,Scg5,Dnaja1,Srsf10,Cct7,Hspa8,Cryab	5.97340399886096E-06
MF	GO:0016887	ATP hydrolysis activity	Hspd1,Abcb6,Katna1,Morc2a,Cct4,Cct5,Kif21a,Nubp1,Eif4a2,Cct8,Tcp1,Hsp90ab1,Smc3,Abca2,Hspa5,Kif1b,Hsph1,Cct7,Atf7ip,Hspa8,Smc1a	5.97340399886096E-06
MF	GO:0015631	tubulin binding	Dst,Map2,Tpr,Cacybp,Katna1,Gja1,Gas2l3,Zfp207,Tppp,Map1b,Stmn4,Cct5,Kif21a,Eml3,Smc3,Prnp,Syt11,Stmn1,Kif1b,Hsph1,Clip3,Tppp3,Ranbp10,Fez1,Cryab	1.04935652906524E-05
MF	GO:0044183	protein folding chaperone	Cct4,Cct5,Cct8,Tcp1,Hsp90ab1,Hspa5,Cct7,Hspa8	0.000105613855723673
MF	GO:0003729	mRNA binding	Tpr,Ptbp1,Cirbp,Shmt2,Fxr2,Pum2,Zfp36l1,Srsf5,Hnrnpk,Cct5,Carhsp1,Tra2b,Luc7l,Srsf3,Hnrnpm,Paip2,Nxf1,Fxr1,Tia1,Fus,Rbm5	0.000468625313143569
MF	GO:0033218	amide binding	Soat1,Prep,Epdr1,Kpna3,Ednrb,Laptm4b,Hsp90ab1,Cd14,Ppig,Prnp,Pex5l,Ppid,Gstm7,Acot7,Gpr37,Fkbp4,Apoe,Clip3,Mag,Folh1,Msr1,Hspa8,Cryab	0.000651679644587268
MF	GO:0003730	mRNA 3'-UTR binding	Cirbp,Fxr2,Pum2,Zfp36l1,Hnrnpk,Cct5,Carhsp1,Fxr1,Tia1,Fus	0.0060788051511663
MF	GO:0051087	chaperone binding	Hspd1,Ahsa2,Dnajb9,Ahsa1,Stip1,Cdc37l1,Prnp,Dnaja1,Hspa8	0.0156180199820123
MF	GO:0097001	ceramide binding	Epdr1,Laptm4b,Clip3,Mag	0.0210792845081775
MF	GO:0044389	ubiquitin-like protein ligase binding	Hspd1,Cacybp,Ube2b,Ccnb1,Laptm4b,Tcp1,Hsp90ab1,Hspa5,Tank,Fbxw7,Syt11,Dnaja1,Ubc,Gpr37,Ubash3b,Hspa8	0.0297322332207419
MF	GO:0070840	dynein complex binding	Tpr,Katna1,Smc3,Gpsm2	0.0310195251935482
MF	GO:0004725	protein tyrosine phosphatase activity	Ptp4a1,Ssh2,Ptp4a3,Ptprd,Ptprf,Ptpn6,Dusp26,Ubash3b	0.0310195251935482
MF	GO:0048156	tau protein binding	Hsp90ab1,Fkbp4,Apoe,Picalm	0.0318495848316986
MF	GO:0019911	structural constituent of myelin sheath	Mal,Pllp,Plp1	0.0318495848316986
MF	GO:0031625	ubiquitin protein ligase binding	Hspd1,Cacybp,Ube2b,Laptm4b,Tcp1,Hsp90ab1,Hspa5,Tank,Fbxw7,Syt11,Dnaja1,Ubc,Gpr37,Ubash3b,Hspa8	0.0340287069513437
MF	GO:0008138	protein tyrosine/serine/threonine phosphatase activity	Ptp4a1,Ssh2,Ptp4a3,Ppm1f,Dusp26	0.0340287069513437
MF	GO:0043208	glycosphingolipid binding	Epdr1,Clip3,Mag	0.0340287069513437
MF	GO:0004683	calmodulin-dependent protein kinase activity	Camk1d,Camk2d,Camkk2,Mapkapk3	0.0340287069513437
MF	GO:0042277	peptide binding	Prep,Kpna3,Ednrb,Hsp90ab1,Cd14,Ppig,Prnp,Pex5l,Ppid,Gstm7,Gpr37,Apoe,Folh1,Msr1,Hspa8,Cryab	0.0340287069513437
MF	GO:0016853	isomerase activity	Hspd1,Katna1,Top2a,Ptgds,Ppig,Top1,Ppid,Tbxas1,Fkbp4,Dkc1	0.0340287069513437
MF	GO:0051787	misfolded protein binding	Dnajb9,Hspa5,Edem1,Hspa8	0.0340287069513437
MF	GO:0005543	phospholipid binding	Sgk3,Phlda3,Snx6,Epdr1,Map1b,Laptm4b,Ncf4,Gsn,Nup35,Syt11,Dapp1,Lpar1,Anxa3,Itpr1,Apoe,Plekhf1,Picalm,Hspa8,Rasa2	0.0340287069513437
MF	GO:0005539	glycosaminoglycan binding	Zfp207,Ccl7,Tnfaip6,Prnp,Lxn,Hapln2,Ptprf,Apoe,Aplp1,Spock3,Aplp2,Ncam1	0.0340287069513437
MF	GO:0008093	cytoskeletal anchor activity	Gas2l3,Epb41l3,Insc	0.0340287069513437
MF	GO:0048487	beta-tubulin binding	Gja1,Cct5,Smc3,Syt11,Ranbp10	0.0369925871523555
